address,retail_size,module,binary,name,namespace,source,symbol,artifact,adapter_mode,adapter_macro,adapter,object,source_status,compile_status,semantic_status,asm_status,runtime_ready,runtime_tested,subsystem,provenance,compiler,matched_bytes,total_bytes,notes
0x004A797C,0x10,static.crs,code.bin,Savedata::BOX::GetTrayName,Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX11GetTrayNameEj,GetTrayName_004a797c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetTrayName_004a797c.cpp,build/code.bin/GetTrayName_004a797c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,16,16,Exact 0x22-byte stride pointer calculation
0x004A798C,0x2C,static.crs,code.bin,Savedata::BOX::GetTrayLevel,Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX12GetTrayLevelEv,GetTrayLevel_004a798c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetTrayLevel_004a798c.cpp,build/code.bin/GetTrayLevel_004a798c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,7,36,Equivalent tray-level mapping; generated size 0x24 versus retail 0x2c
0x004A79B8,0x0C,static.crs,code.bin,Savedata::BOX::GetWallPaper,Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX12GetWallPaperEj,GetWallPaper_004a79b8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetWallPaper_004a79b8.cpp,build/code.bin/GetWallPaper_004a79b8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,12,12,Exact indexed byte load
0x004A7A10,0x08,static.crs,code.bin,Savedata::BOX::GetCurrentTray,Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX14GetCurrentTrayEv,GetCurrentTray_004a7a10,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetCurrentTray_004a7a10.cpp,build/code.bin/GetCurrentTray_004a7a10.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact fixed-offset byte load
0x00445C14,0x08,static.crs,code.bin,Savedata::Situation::SetLastZoneID,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZN8Savedata9Situation13SetLastZoneIDEt,SetLastZoneID_00445c14,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/SetLastZoneID_00445c14.cpp,build/code.bin/SetLastZoneID_00445c14.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact halfword store at offset 0x78
0x00445C1C,0x08,static.crs,code.bin,Savedata::Situation::SetEggStepCount,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZN8Savedata9Situation15SetEggStepCountEj,SetEggStepCount_00445c1c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/SetEggStepCount_00445c1c.cpp,build/code.bin/SetEggStepCount_00445c1c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact word store at offset 0x74
0x00445C24,0x08,static.crs,code.bin,Savedata::Situation::GetStartLocation,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZN8Savedata9Situation16GetStartLocationEv,GetStartLocation_00445c24,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetStartLocation_00445c24.cpp,build/code.bin/GetStartLocation_00445c24.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact pointer calculation for offset 0x4
0x00445C2C,0x08,static.crs,code.bin,Savedata::Situation::GetSpecialLocation,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZN8Savedata9Situation18GetSpecialLocationEv,GetSpecialLocation_00445c2c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetSpecialLocation_00445c2c.cpp,build/code.bin/GetSpecialLocation_00445c2c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact pointer calculation for offset 0x28
0x00445C34,0x08,static.crs,code.bin,Savedata::Situation::SetFriendlyStepCount,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZN8Savedata9Situation20SetFriendlyStepCountEt,SetFriendlyStepCount_00445c34,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/SetFriendlyStepCount_00445c34.cpp,build/code.bin/SetFriendlyStepCount_00445c34.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact halfword store at offset 0x7a
0x00445C3C,0x08,static.crs,code.bin,Savedata::Situation::SetKawaigariStepCount,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZN8Savedata9Situation21SetKawaigariStepCountEt,SetKawaigariStepCount_00445c3c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/SetKawaigariStepCount_00445c3c.cpp,build/code.bin/SetKawaigariStepCount_00445c3c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact halfword store at offset 0x7c
0x004A8B78,0x08,static.crs,code.bin,Savedata::Situation::GetLastZoneID,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZNK8Savedata9Situation13GetLastZoneIDEv,GetLastZoneID_004a8b78,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetLastZoneID_004a8b78.cpp,build/code.bin/GetLastZoneID_004a8b78.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact halfword load at offset 0x78
0x004A8B80,0x08,static.crs,code.bin,Savedata::Situation::GetEggStepCount,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZNK8Savedata9Situation15GetEggStepCountEv,GetEggStepCount_004a8b80,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetEggStepCount_004a8b80.cpp,build/code.bin/GetEggStepCount_004a8b80.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact word load at offset 0x74
0x004A8B88,0x08,static.crs,code.bin,Savedata::Situation::GetFriendlyStepCount,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZNK8Savedata9Situation20GetFriendlyStepCountEv,GetFriendlyStepCount_004a8b88,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetFriendlyStepCount_004a8b88.cpp,build/code.bin/GetFriendlyStepCount_004a8b88.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact halfword load at offset 0x7a
0x004A8B90,0x08,static.crs,code.bin,Savedata::Situation::GetKawaigariStepCount,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZNK8Savedata9Situation21GetKawaigariStepCountEv,GetKawaigariStepCount_004a8b90,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetKawaigariStepCount_004a8b90.cpp,build/code.bin/GetKawaigariStepCount_004a8b90.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Exact halfword load at offset 0x7c
0x004A8B98,0x10,static.crs,code.bin,Savedata::Situation::HasWarpContinueRequest,Savedata::Situation,src/savedata/situation_accessors.cpp,_ZNK8Savedata9Situation22HasWarpContinueRequestEv,HasWarpContinueRequest_004a8b98,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/HasWarpContinueRequest_004a8b98.cpp,build/code.bin/HasWarpContinueRequest_004a8b98.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_NEAR_MATCH,true,true,egg,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,15,16,Equivalent boolean normalization; Phase 4C semantic hybrid gameplay verified in Citra
0x00441170,0x44,static.crs,code.bin,Savedata::BOX::SetTeamLock,Savedata::BOX,src/savedata/box_accessors.cpp,_ZN8Savedata3BOX11SetTeamLockEjb,SetTeamLock_00441170,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/SetTeamLock_00441170.cpp,build/code.bin/SetTeamLock_00441170.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,1,12,Valid-index behavior reconstructed; generated size 0x0c versus retail 0x44 assertion scaffold
0x004A7928,0x3C,static.crs,code.bin,Savedata::BOX::IsTeamLock,Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX10IsTeamLockEj,IsTeamLock_004a7928,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/IsTeamLock_004a7928.cpp,build/code.bin/IsTeamLock_004a7928.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,3,20,Valid-index behavior reconstructed; generated size 0x14 versus retail 0x3c assertion scaffold
0x004A7A18,0x60,static.crs,code.bin,Savedata::BOX::GetTeamPokePos,Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX14GetTeamPokePosEjj,GetTeamPokePos_004a7a18,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetTeamPokePos_004a7a18.cpp,build/code.bin/GetTeamPokePos_004a7a18.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,3,24,6x6 lookup at offset 0x4c8; generated size 0x18 versus retail 0x60 assertion scaffold
0x004A7874,0x60,static.crs,code.bin,"Savedata::BOX::IsTeamInMe(unsigned int, unsigned int)",Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX10IsTeamInMeEjj,IsTeamInMe2_004a7874,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/IsTeamInMe2_004a7874.cpp,build/code.bin/IsTeamInMe2_004a7874.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,9,80,Searches all six teams for packed tray and slot position; generated size 0x50
0x004A78D4,0x54,static.crs,code.bin,"Savedata::BOX::IsTeamInMe(unsigned int, unsigned int, unsigned int)",Savedata::BOX,src/savedata/box_accessors.cpp,_ZNK8Savedata3BOX10IsTeamInMeEjjj,IsTeamInMe3_004a78d4,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/IsTeamInMe3_004a78d4.cpp,build/code.bin/IsTeamInMe3_004a78d4.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,box,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,16,80,Searches one team for packed tray and slot position; generated size 0x50 versus retail 0x54
0x00491210,0x14,static.crs,code.bin,pml::pokepara::CoreParam::GetPersonalRnd() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam14GetPersonalRndEv,GetPersonalRnd_00491210,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetPersonalRnd_00491210.cpp,build/code.bin/GetPersonalRnd_00491210.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,5,16,Direct core-data load at offset 0x0c; generated size 0x10 versus retail 0x14
0x0049206C,0x14,static.crs,code.bin,pml::pokepara::CoreParam::GetSeikaku() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam10GetSeikakuEv,GetSeikaku_0049206c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetSeikaku_0049206c.cpp,build/code.bin/GetSeikaku_0049206c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,0,8,Core-data nature wrapper; generated tail call is 0x08 versus retail 0x14
0x004923B4,0x14,static.crs,code.bin,pml::pokepara::CoreParam::GetParentSex() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam12GetParentSexEv,GetParentSex_004923b4,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetParentSex_004923b4.cpp,build/code.bin/GetParentSex_004923b4.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,0,8,Core-data parent-sex wrapper; generated tail call is 0x08 versus retail 0x14
0x004928C8,0x18,static.crs,code.bin,pml::pokepara::CoreParam::HavePokerusJustNow() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam18HavePokerusJustNowEv,HavePokerusJustNow_004928c8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/HavePokerusJustNow_004928c8.cpp,build/code.bin/HavePokerusJustNow_004928c8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,true,true,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,22,24,Tests low pokerus nibble; Phase 4C semantic hybrid gameplay verified in Citra
0x00492978,0x18,static.crs,code.bin,pml::pokepara::CoreParam::HavePokerusUntilNow() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam19HavePokerusUntilNowEv,HavePokerusUntilNow_00492978,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/HavePokerusUntilNow_00492978.cpp,build/code.bin/HavePokerusUntilNow_00492978.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,true,true,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,20,24,Tests complete pokerus byte; Phase 4C semantic hybrid gameplay verified in Citra
0x00492DA4,0x1C,static.crs,code.bin,pml::pokepara::CoreParam::IsNull() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam6IsNullEv,IsNull_00492da4,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/IsNull_00492da4.cpp,build/code.bin/IsNull_00492da4.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,11,24,Species zero is null; generated size 0x18 versus retail 0x1c
0x00492DC0,0x14,static.crs,code.bin,pml::pokepara::CoreParam::GetItem() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam7GetItemEv,GetItem_00492dc0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetItem_00492dc0.cpp,build/code.bin/GetItem_00492dc0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,0,8,Core-data held-item wrapper; generated tail call is 0x08 versus retail 0x14
0x00492DD4,0x14,static.crs,code.bin,pml::pokepara::CoreParam::GetSick() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam7GetSickEv,GetSick_00492dd4,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GetSick_00492dd4.cpp,build/code.bin/GetSick_00492dd4.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,true,true,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,15,20,Returns low status-condition byte; Phase 4C semantic hybrid gameplay verified in Citra
0x0049331C,0x18,static.crs,code.bin,pml::pokepara::CoreParam::HaveSick() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam8HaveSickEv,HaveSick_0049331c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/HaveSick_0049331c.cpp,build/code.bin/HaveSick_0049331c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,12,28,Tests low status-condition byte; generated size 0x1c versus retail 0x18
0x00493470,0x30,static.crs,code.bin,pml::pokepara::CoreParam::IsHpZero() const,pml::pokepara::CoreParam,src/pml/pokepara/core_param.cpp,_ZNK3pml8pokepara9CoreParam8IsHpZeroEv,IsHpZero_00493470,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/IsHpZero_00493470.cpp,build/code.bin/IsHpZero_00493470.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_DIFFERENT,false,false,pokepara,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,25,44,Initialized core data and zero current HP; generated size 0x2c versus retail 0x30
0X0031804C,0x04,static.crs,code.bin,pml::pokepara::EvolveManager::~EvolveManager(),pml::pokepara::EvolveManager,src/reagent/empty_destructors.cpp,_ZN3pml8pokepara13EvolveManagerD1Ev,EvolveManagerDtor_0031804c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/EvolveManagerDtor_0031804c.cpp,build/code.bin/EvolveManagerDtor_0031804c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,4,4,Exact empty ARM destructor; promoted from staged re-agent candidate
0X0044391C,0x04,static.crs,code.bin,Savedata::GameTime::~GameTime(),Savedata::GameTime,src/reagent/empty_destructors.cpp,_ZN8Savedata8GameTimeD1Ev,GameTimeDtor_0044391c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/GameTimeDtor_0044391c.cpp,build/code.bin/GameTimeDtor_0044391c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,4,4,Exact empty ARM destructor; promoted from staged re-agent candidate
0X00163A64,0x04,static.crs,code.bin,mw::qrd::QRDecoder::~QRDecoder(),mw::qrd::QRDecoder,src/reagent/empty_destructors.cpp,_ZN2mw3qrd9QRDecoderD1Ev,QRDecoderDtor_00163a64,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/QRDecoderDtor_00163a64.cpp,build/code.bin/QRDecoderDtor_00163a64.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,4,4,Exact empty ARM destructor; promoted from staged re-agent candidate
0X00385FA8,0x04,static.crs,code.bin,Field::FieldSodateya::~FieldSodateya(),Field::FieldSodateya,src/reagent/empty_destructors.cpp,_ZN5Field13FieldSodateyaD1Ev,FieldSodateyaDtor_00385fa8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/FieldSodateyaDtor_00385fa8.cpp,build/code.bin/FieldSodateyaDtor_00385fa8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,4,4,Exact empty ARM destructor; promoted from staged re-agent candidate
0X0038625C,0x04,static.crs,code.bin,Field::PokemonSearch::DataAccessor::~DataAccessor(),Field::PokemonSearch::DataAccessor,src/reagent/empty_destructors.cpp,_ZN5Field13PokemonSearch12DataAccessorD1Ev,DataAccessorDtor_0038625c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/DataAccessorDtor_0038625c.cpp,build/code.bin/DataAccessorDtor_0038625c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,true,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,4,4,Exact empty ARM destructor; promoted from staged re-agent candidate
