address,current_name,qualified_name,module,tier,size,queue_order,status,attempts,qwen_result,checker_result,asm_result,source_candidate,started_at,finished_at,duration_seconds,failure_reason,checker_summary,next_retry_at,updated_at
0x0031AE94,RemoveItem,pml::pokepara::CoreParam::RemoveItem,static.crs,0,12,20,SEMANTIC,1,analysis/reagent/candidates/0x0031AE94/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0031AE94/attempt-1.cpp,2026-08-30T19:39:42+00:00,2026-08-30T19:39:52+00:00,10.533271312713623,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed function matches the Ghidra decompilation line-for-line, including offset, calls, and write order.",,2026-08-31T05:46:52+00:00
0x00464D94,GetLastRecvPokemonParamBuffer,NetAppLib::P2PTrade::P2PTradeRequestClient::GetLastRecvPokemonParamBuffer,static.crs,0,12,21,SEMANTIC,1,analysis/reagent/candidates/0x00464D94/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00464D94/attempt-1.cpp,2026-08-30T19:39:52+00:00,2026-08-30T19:40:01+00:00,8.439813137054443,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,Reversed code matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x00319E6C,SetCassetteVersion,pml::pokepara::CoreParam::SetCassetteVersion,static.crs,0,8,22,SKIPPED_UNSAFE,0,,,,,,,0.0,RELOCATION_PLACEHOLDER,,,2026-08-31T05:46:52+00:00
0x0031A0B4,Deserialize_Full,pml::pokepara::PokemonParam::Deserialize_Full,static.crs,0,8,23,SKIPPED_UNSAFE,0,,,,,,,0.0,RELOCATION_PLACEHOLDER,,,2026-08-31T05:46:52+00:00
0x0031A4AC,SetID,pml::pokepara::CoreParam::SetID,static.crs,0,8,24,SKIPPED_UNSAFE,0,,,,,,,0.0,RELOCATION_PLACEHOLDER,,,2026-08-31T05:46:52+00:00
0x00490D7C,GetNickName,pml::pokepara::CoreParam::GetNickName,static.crs,0,8,25,SKIPPED_UNSAFE,0,,,,,,,0.0,RELOCATION_PLACEHOLDER,,,2026-08-31T05:46:52+00:00
0x0031AECC,SetLangId,pml::pokepara::CoreParam::SetLangId,static.crs,0,12,26,REJECTED,1,analysis/reagent/candidates/0x0031AECC/attempt-1.cpp,FAIL,PASS,analysis/reagent/candidates/0x0031AECC/attempt-1.cpp,2026-08-30T19:40:01+00:00,2026-08-30T19:40:15+00:00,14.323216438293457,Checker or objective verifier rejected the generated candidate,One call argument does not match the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0031D9A8,SetSick,pml::pokepara::CoreParam::SetSick,static.crs,0,8,27,SEMANTIC,1,analysis/reagent/candidates/0x0031D9A8/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0031D9A8/attempt-1.cpp,2026-08-30T19:40:15+00:00,2026-08-30T19:40:27+00:00,11.48569941520691,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043A77C,GetPokemon,Savedata::UnionPokemon::GetPokemon,static.crs,0,16,28,REJECTED,1,analysis/reagent/candidates/0x0043A77C/attempt-1.cpp,FAIL,PASS,analysis/reagent/candidates/0x0043A77C/attempt-1.cpp,2026-08-30T19:40:27+00:00,2026-08-30T19:40:42+00:00,15.761162042617798,Checker or objective verifier rejected the generated candidate,"The call matches, but the `this + 4` offset is not expressed correctly for byte-accurate pointer arithmetic.",,2026-08-31T05:46:52+00:00
0x0031D9A0,SetItem,pml::pokepara::CoreParam::SetItem,static.crs,0,8,29,SEMANTIC,1,analysis/reagent/candidates/0x0031D9A0/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0031D9A0/attempt-1.cpp,2026-08-30T19:40:43+00:00,2026-08-30T19:40:56+00:00,13.298850297927856,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x00492728,Serialize_Core,pml::pokepara::CoreParam::Serialize_Core,static.crs,0,8,30,SEMANTIC,1,analysis/reagent/candidates/0x00492728/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00492728/attempt-1.cpp,2026-08-30T19:40:56+00:00,2026-08-30T19:41:09+00:00,12.491954565048218,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x004935AC,GetMonsNo,pml::pokepara::CoreParam::GetMonsNo,static.crs,0,8,31,REJECTED,1,analysis/reagent/candidates/0x004935AC/attempt-1.cpp,FAIL,PASS,analysis/reagent/candidates/0x004935AC/attempt-1.cpp,2026-08-30T19:41:09+00:00,2026-08-30T19:41:29+00:00,20.26378846168518,Checker or objective verifier rejected the generated candidate,"The logic is likely equivalent, but the reversal does not explicitly preserve the Ghidra-level offset load and callee identity.",,2026-08-31T05:46:52+00:00
0x00445C24,GetStartLocation,Savedata::Situation::GetStartLocation,static.crs,0,8,32,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x00445C2C,GetSpecialLocation,Savedata::Situation::GetSpecialLocation,static.crs,0,8,33,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A786C,GetTrayMax,Savedata::BOX::GetTrayMax,static.crs,0,8,34,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A7A10,GetCurrentTray,Savedata::BOX::GetCurrentTray,static.crs,0,8,35,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A8B78,GetLastZoneID,Savedata::Situation::GetLastZoneID,static.crs,0,8,36,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A8B80,GetEggStepCount,Savedata::Situation::GetEggStepCount,static.crs,0,8,37,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A8B88,GetFriendlyStepCount,Savedata::Situation::GetFriendlyStepCount,static.crs,0,8,38,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A8B90,GetKawaigariStepCount,Savedata::Situation::GetKawaigariStepCount,static.crs,0,8,39,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x0044123C,SetWallPaper,Savedata::BOX::SetWallPaper,static.crs,0,12,40,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A79B8,GetWallPaper,Savedata::BOX::GetWallPaper,static.crs,0,12,41,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x00444A68,IsEggExist,Savedata::Sodateya::IsEggExist,static.crs,0,16,42,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A797C,GetTrayName,Savedata::BOX::GetTrayName,static.crs,0,16,43,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x004A8B98,HasWarpContinueRequest,Savedata::Situation::HasWarpContinueRequest,static.crs,0,16,44,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x00445C14,SetLastZoneID,Savedata::Situation::SetLastZoneID,static.crs,0,8,45,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x00445C1C,SetEggStepCount,Savedata::Situation::SetEggStepCount,static.crs,0,8,46,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x00445C34,SetFriendlyStepCount,Savedata::Situation::SetFriendlyStepCount,static.crs,0,8,47,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x00445C3C,SetKawaigariStepCount,Savedata::Situation::SetKawaigariStepCount,static.crs,0,8,48,SKIPPED_ALREADY_RECONSTRUCTED,0,,,,,,,0.0,Canonical manifest/status already contains source,,,2026-08-31T05:46:52+00:00
0x003E6A9C,~DressUpParamSaveData,System::DressUpParamSaveData::~DressUpParamSaveData,static.crs,0,4,49,SEMANTIC,1,analysis/reagent/candidates/0x003E6A9C/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x003E6A9C/attempt-1.cpp,2026-08-30T19:41:29+00:00,2026-08-30T19:41:38+00:00,9.299197435379028,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed destructor matches the Ghidra output exactly: it is an empty `__thiscall` destructor that immediately returns.,,2026-08-31T05:46:52+00:00
0x0044391C,~GameTime,Savedata::GameTime::~GameTime,static.crs,0,4,50,SEMANTIC,1,analysis/reagent/candidates/0x0044391C/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0044391C/attempt-1.cpp,2026-08-30T19:41:38+00:00,2026-08-30T19:41:47+00:00,8.84813380241394,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed destructor matches the Ghidra ground truth exactly.,,2026-08-31T05:46:52+00:00
0x00446A10,IncrementPokeSeeAmount,Savedata::ZukanData::IncrementPokeSeeAmount,static.crs,0,4,51,SEMANTIC,1,analysis/reagent/candidates/0x00446A10/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00446A10/attempt-1.cpp,2026-08-30T19:41:47+00:00,2026-08-30T19:41:56+00:00,8.839317798614502,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra output: it is intentionally empty and returns immediately.,,2026-08-31T05:46:52+00:00
0x0015BF58,IsFatalError,ExtSavedata::RegulationExtSaveData::IsFatalError,static.crs,0,8,52,SEMANTIC,1,analysis/reagent/candidates/0x0015BF58/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0015BF58/attempt-1.cpp,2026-08-30T19:41:56+00:00,2026-08-30T19:42:05+00:00,8.642816543579102,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed function matches the Ghidra logic exactly, including the byte offset and cast semantics.",,2026-08-31T05:46:52+00:00
0x003CD0E8,FieldScanRecordFunc,NetApp::QR::FieldScanRecordFunc,static.crs,0,8,53,SEMANTIC,1,analysis/reagent/candidates/0x003CD0E8/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x003CD0E8/attempt-1.cpp,2026-08-30T19:42:05+00:00,2026-08-30T19:42:13+00:00,8.592468500137329,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra logic exactly: it calls `Savedata::IncRecord(0xa6)` and returns.,,2026-08-31T05:46:52+00:00
0x0043A21C,SetSignedPGL,Savedata::GameSyncSave::SetSignedPGL,static.crs,0,8,54,SEMANTIC,1,analysis/reagent/candidates/0x0043A21C/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043A21C/attempt-1.cpp,2026-08-30T19:42:13+00:00,2026-08-30T19:42:27+00:00,13.45644211769104,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043A904,SetLiveEntryWork,Savedata::LiveMatchData::SetLiveEntryWork,static.crs,0,8,55,SEMANTIC,1,analysis/reagent/candidates/0x0043A904/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043A904/attempt-1.cpp,2026-08-30T19:42:27+00:00,2026-08-30T19:42:36+00:00,8.841936826705933,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,Reversed code matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043AFAC,GetCountMax,Savedata::BattleInstSave::GetCountMax,static.crs,0,8,56,SEMANTIC,1,analysis/reagent/candidates/0x0043AFAC/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043AFAC/attempt-1.cpp,2026-08-30T19:42:36+00:00,2026-08-30T19:42:49+00:00,12.60863995552063,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra logic exactly.,,2026-08-31T05:46:52+00:00
0x0043B008,GetBattleBgm,Savedata::BattleInstSave::GetBattleBgm,static.crs,0,8,57,REJECTED,1,analysis/reagent/candidates/0x0043B008/attempt-1.cpp,FAIL,PASS,analysis/reagent/candidates/0x0043B008/attempt-1.cpp,2026-08-30T19:42:49+00:00,2026-08-30T19:43:01+00:00,12.465816020965576,Checker or objective verifier rejected the generated candidate,The reversed code does not preserve the byte offset access used by the Ghidra output.,,2026-08-31T05:46:52+00:00
0x0043B044,GetBattleType,Savedata::BattleInstSave::GetBattleType,static.crs,0,8,58,SEMANTIC,1,analysis/reagent/candidates/0x0043B044/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B044/attempt-1.cpp,2026-08-30T19:43:01+00:00,2026-08-30T19:43:10+00:00,8.465571165084839,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043B304,GetRank,Savedata::BattleInstSave::GetRank,static.crs,0,8,59,SEMANTIC,1,analysis/reagent/candidates/0x0043B304/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B304/attempt-1.cpp,2026-08-30T19:43:10+00:00,2026-08-30T19:43:18+00:00,8.66461443901062,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,Reversed code matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043B3D0,SetInternetTimeZone,Savedata::BattleSpotData::SetInternetTimeZone,static.crs,0,8,60,SEMANTIC,1,analysis/reagent/candidates/0x0043B3D0/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B3D0/attempt-1.cpp,2026-08-30T19:43:18+00:00,2026-08-30T19:43:27+00:00,8.392991781234741,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043B3D8,SetInternetEntryWork,Savedata::BattleSpotData::SetInternetEntryWork,static.crs,0,8,61,SEMANTIC,1,analysis/reagent/candidates/0x0043B3D8/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B3D8/attempt-1.cpp,2026-08-30T19:43:33+00:00,2026-08-30T19:43:42+00:00,8.99569821357727,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x0043B3E0,SetInternetMatchCount,Savedata::BattleSpotData::SetInternetMatchCount,static.crs,0,8,62,SEMANTIC,1,analysis/reagent/candidates/0x0043B3E0/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B3E0/attempt-1.cpp,2026-08-30T19:43:42+00:00,2026-08-30T19:43:52+00:00,9.55805253982544,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed code matches the Ghidra decompilation exactly, including the single assignment and return behavior.",,2026-08-31T05:46:52+00:00
0x0043B64C,GetHighValue,Savedata::PokeFinderSave::GetHighValue,static.crs,0,8,63,SEMANTIC,1,analysis/reagent/candidates/0x0043B64C/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B64C/attempt-1.cpp,2026-08-30T19:43:52+00:00,2026-08-30T19:44:07+00:00,15.224929094314575,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed function matches the Ghidra logic exactly, including the 0x14 offset and direct 32-bit load.",,2026-08-31T05:46:52+00:00
0x0043B6C4,GetTotalValue,Savedata::PokeFinderSave::GetTotalValue,static.crs,0,8,64,SEMANTIC,1,analysis/reagent/candidates/0x0043B6C4/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B6C4/attempt-1.cpp,2026-08-30T19:44:07+00:00,2026-08-30T19:44:16+00:00,9.217518329620361,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed function matches the Ghidra logic exactly, including the same 0x10 offset and direct 4-byte return value.",,2026-08-31T05:46:52+00:00
0x0043B6CC,GetCameraVersion,Savedata::PokeFinderSave::GetCameraVersion,static.crs,0,8,65,SEMANTIC,1,analysis/reagent/candidates/0x0043B6CC/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B6CC/attempt-1.cpp,2026-08-30T19:44:16+00:00,2026-08-30T19:44:26+00:00,10.075588464736938,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed function matches Ghidra exactly: same return type, thiscall behavior, and 4-byte offset load.",,2026-08-31T05:46:52+00:00
0x0043B6D4,GetTutorialFlags,Savedata::PokeFinderSave::GetTutorialFlags,static.crs,0,8,66,SEMANTIC,1,analysis/reagent/candidates/0x0043B6D4/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x0043B6D4/attempt-1.cpp,2026-08-30T19:44:27+00:00,2026-08-30T19:44:34+00:00,7.830629348754883,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,Reversed code matches the Ghidra logic exactly.,,2026-08-31T05:46:52+00:00
0x0043BD34,ReceiveCheck,Savedata::MysteryGiftSave::ReceiveCheck,static.crs,0,8,67,SKIPPED_UNSAFE,0,,,,,,,0.0,NONTERMINAL_SHORT_BODY,,,2026-08-31T05:46:52+00:00
0x0043EBAC,GetFacilitiesLotterySeed,Savedata::JoinFestaDataSave::GetFacilitiesLotterySeed,static.crs,0,8,68,REJECTED,1,analysis/reagent/candidates/0x0043EBAC/attempt-1.cpp,FAIL,PASS,analysis/reagent/candidates/0x0043EBAC/attempt-1.cpp,2026-08-30T19:44:34+00:00,2026-08-30T19:44:46+00:00,11.498934507369995,Checker or objective verifier rejected the generated candidate,The reversed code does not match the fixed 0x20-byte offset used by the binary.,,2026-08-31T05:46:52+00:00
0x00443468,GetReturnPosNo,Savedata::GtsData::GetReturnPosNo,static.crs,0,8,69,SEMANTIC,1,analysis/reagent/candidates/0x00443468/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00443468/attempt-1.cpp,2026-08-30T19:44:46+00:00,2026-08-30T19:44:55+00:00,8.608518362045288,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,"The reversed code matches the Ghidra decompilation exactly, including the single return expression and indexed access.",,2026-08-31T05:46:52+00:00
0x00443470,SetDepositFlag,Savedata::GtsData::SetDepositFlag,static.crs,0,8,70,SEMANTIC,1,analysis/reagent/candidates/0x00443470/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00443470/attempt-1.cpp,2026-08-30T19:44:55+00:00,2026-08-30T19:45:04+00:00,9.155241966247559,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x00443478,GetReturnTrayNo,Savedata::GtsData::GetReturnTrayNo,static.crs,0,8,71,SEMANTIC,1,analysis/reagent/candidates/0x00443478/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00443478/attempt-1.cpp,2026-08-30T19:45:04+00:00,2026-08-30T19:45:13+00:00,8.723658323287964,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,Reversed code matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x00443AAC,GetSerializeDataSize,Savedata::MyStatus::GetSerializeDataSize,static.crs,0,8,72,SEMANTIC,1,analysis/reagent/candidates/0x00443AAC/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00443AAC/attempt-1.cpp,2026-08-30T19:45:13+00:00,2026-08-30T19:45:24+00:00,11.563310623168945,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
0x00443CB0,SetSex,Savedata::MyStatus::SetSex,static.crs,0,8,73,SEMANTIC,1,analysis/reagent/candidates/0x00443CB0/attempt-1.cpp,PASS,NOT_TESTED_UNINTEGRATED,analysis/reagent/candidates/0x00443CB0/attempt-1.cpp,2026-08-30T19:45:24+00:00,2026-08-30T19:45:33+00:00,8.880794048309326,Staged only: Phase 4A policy requires compile and ASM_MATCH before promotion,The reversed function matches the Ghidra decompilation exactly.,,2026-08-31T05:46:52+00:00
